instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
15096,2012/9/26,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14
15097,2012/9/26,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36
15098,2012/9/26,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182
15099,2012/9/26,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532
15100,2012/9/26,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838
15101,2012/9/26,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334
15102,2012/9/26,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185
15103,2012/9/26,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227
15104,2012/9/26,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316
15105,2012/9/26,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340
15106,2012/9/26,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277
15107,2012/9/26,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300
15108,2012/9/26,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468
15109,2012/9/26,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953
15110,2012/9/26,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884
15111,2012/9/26,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627
15112,2012/9/26,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434
15113,2012/9/26,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360
15114,2012/9/26,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215
15115,2012/9/26,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115
15116,2012/9/27,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65
15117,2012/9/27,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21
15118,2012/9/27,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16
15119,2012/9/27,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,0,7,7
15120,2012/9/27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8
15121,2012/9/27,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,2,64,66
15122,2012/9/27,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169
15123,2012/9/27,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,12,546,558
15124,2012/9/27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794
15125,2012/9/27,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335
15126,2012/9/27,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208
15127,2012/9/27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294
15128,2012/9/27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335
15129,2012/9/27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326
15130,2012/9/27,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258
15131,2012/9/27,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296
15132,2012/9/27,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472
15133,2012/9/27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905
15134,2012/9/27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899
15135,2012/9/27,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559
15136,2012/9/27,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457
15137,2012/9/27,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253
15138,2012/9/27,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47
15139,2012/9/27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45
15140,2012/9/28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17
15141,2012/9/28,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13
15142,2012/9/28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10
15143,2012/9/28,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7
15144,2012/9/28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12
15145,2012/9/28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38
15146,2012/9/28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138
15147,2012/9/28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394
15148,2012/9/28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705
15149,2012/9/28,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426
15150,2012/9/28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245
15151,2012/9/28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361
15152,2012/9/28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380
15153,2012/9/28,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410
15154,2012/9/28,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399
15155,2012/9/28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392
15156,2012/9/28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502
15157,2012/9/28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808
15158,2012/9/28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667
15159,2012/9/28,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508
15160,2012/9/28,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336
15161,2012/9/28,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237
15162,2012/9/28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220
15163,2012/9/28,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190
15164,2012/9/29,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149
15165,2012/9/29,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101
15166,2012/9/29,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92
15167,2012/9/29,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29
15168,2012/9/29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14
15169,2012/9/29,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15
15170,2012/9/29,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37
15171,2012/9/29,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73
15172,2012/9/29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211
15173,2012/9/29,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332
15174,2012/9/29,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472
15175,2012/9/29,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663
15176,2012/9/29,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682
15177,2012/9/29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686
15178,2012/9/29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750
15179,2012/9/29,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727
15180,2012/9/29,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722
15181,2012/9/29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712
15182,2012/9/29,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594
15183,2012/9/29,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470
15184,2012/9/29,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315
15185,2012/9/29,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292
15186,2012/9/29,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221
15187,2012/9/29,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196
15188,2012/9/30,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147
15189,2012/9/30,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116
15190,2012/9/30,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92
15191,2012/9/30,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58
15192,2012/9/30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7
15193,2012/9/30,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10
15194,2012/9/30,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22
15195,2012/9/30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57
15196,2012/9/30,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144
15197,2012/9/30,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285
15198,2012/9/30,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479
15199,2012/9/30,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591
15200,2012/9/30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680
15201,2012/9/30,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594
15202,2012/9/30,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612
15203,2012/9/30,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649
15204,2012/9/30,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648
15205,2012/9/30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575
15206,2012/9/30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401
15207,2012/9/30,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257
15208,2012/9/30,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194
15209,2012/9/30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123
15210,2012/9/30,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91
15211,2012/9/30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57
15212,2012/10/1,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45
15213,2012/10/1,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18
15214,2012/10/1,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12
15215,2012/10/1,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7
15216,2012/10/1,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10
